Wavelength (nm),% Transmission,,,,,,,,,,
696.4,0.00000654,,,,,,,,,,
696.6,0.00000648,,,,,,,,,,
696.8,0.00000643,,,,,,,,,,
697,0.00000638,,,,,,,,,,
697.2,0.00000633,,,,,,,,,,
697.4,0.00000641,,,,,,,,,,
697.6,0.00000673,,,,,,,,,,
697.8,0.00000705,,,,,,,,,,
698,0.00000739,,,,,,,,,,
698.2,0.00000775,,,,,,,,,,
698.4,0.00000813,,,,,,,,,,
698.6,0.00000852,,,,,,,,,,
698.8,0.00000894,,,,,,,,,,
699,0.00000937,,,,,,,,,,
699.2,0.00000983,,,,,,,,,,
699.4,0.00001030,,,,,,,,,,
699.6,0.00001080,,,,,,,,,,
699.8,0.00001133,,,,,,,,,,
700,0.00001187,,,,,,,,,,
700.2,0.00001242,,,,,,,,,,
700.4,0.00001300,,,,,,,,,,
700.6,0.00001361,,,,,,,,,,
700.8,0.00001425,,,,,,,,,,
701,0.00001492,,,,,,,,,,
701.2,0.00001561,,,,,,,,,,
701.4,0.00001634,,,,,,,,,,
701.6,0.00001711,,,,,,,,,,
701.8,0.00001791,,,,,,,,,,
702,0.00001875,,,,,,,,,,
702.2,0.00001962,,,,,,,,,,
702.4,0.00002054,,,,,,,,,,
702.6,0.00002172,,,,,,,,,,
702.8,0.00002323,,,,,,,,,,
703,0.00002484,,,,,,,,,,
703.2,0.00002657,,,,,,,,,,
703.4,0.00002841,,,,,,,,,,
703.6,0.00003039,,,,,,,,,,
703.8,0.00003250,,,,,,,,,,
704,0.00003475,,,,,,,,,,
704.2,0.00003717,,,,,,,,,,
704.4,0.00003975,,,,,,,,,,
704.6,0.00004251,,,,,,,,,,
704.8,0.00004546,,,,,,,,,,
705,0.00004935,,,,,,,,,,
705.2,0.00005461,,,,,,,,,,
705.4,0.00006043,,,,,,,,,,
705.6,0.00006687,,,,,,,,,,
705.8,0.00007400,,,,,,,,,,
706,0.00008188,,,,,,,,,,
706.2,0.00009061,,,,,,,,,,
706.4,0.00010026,,,,,,,,,,
706.6,0.00011095,,,,,,,,,,
706.8,0.00012277,,,,,,,,,,
707,0.00013586,,,,,,,,,,
707.2,0.00015033,,,,,,,,,,
707.4,0.00015678,,,,,,,,,,
707.6,0.00014988,,,,,,,,,,
707.8,0.00014328,,,,,,,,,,
708,0.00013697,,,,,,,,,,
708.2,0.00013094,,,,,,,,,,
708.4,0.00012517,,,,,,,,,,
708.6,0.00011966,,,,,,,,,,
708.8,0.00011439,,,,,,,,,,
709,0.00010935,,,,,,,,,,
709.2,0.00010454,,,,,,,,,,
709.4,0.00009994,,,,,,,,,,
709.6,0.00009554,,,,,,,,,,
709.8,0.00009133,,,,,,,,,,
710,0.00008581,,,,,,,,,,
710.2,0.00007888,,,,,,,,,,
710.4,0.00007251,,,,,,,,,,
710.6,0.00006665,,,,,,,,,,
710.8,0.00006127,,,,,,,,,,
711,0.00005632,,,,,,,,,,
711.2,0.00005177,,,,,,,,,,
711.4,0.00004759,,,,,,,,,,
711.6,0.00004375,,,,,,,,,,
711.8,0.00004021,,,,,,,,,,
712,0.00003696,,,,,,,,,,
712.2,0.00003398,,,,,,,,,,
712.4,0.00003123,,,,,,,,,,
712.6,0.00002968,,,,,,,,,,
712.8,0.00002927,,,,,,,,,,
713,0.00002887,,,,,,,,,,
713.2,0.00002848,,,,,,,,,,
713.4,0.00002809,,,,,,,,,,
713.6,0.00002771,,,,,,,,,,
713.8,0.00002733,,,,,,,,,,
714,0.00002696,,,,,,,,,,
714.2,0.00002659,,,,,,,,,,
714.4,0.00002623,,,,,,,,,,
714.6,0.00002587,,,,,,,,,,
714.8,0.00002552,,,,,,,,,,
715,0.00002520,,,,,,,,,,
715.2,0.00002493,,,,,,,,,,
715.4,0.00002466,,,,,,,,,,
715.6,0.00002440,,,,,,,,,,
715.8,0.00002413,,,,,,,,,,
716,0.00002387,,,,,,,,,,
716.2,0.00002361,,,,,,,,,,
716.4,0.00002336,,,,,,,,,,
716.6,0.00002311,,,,,,,,,,
716.8,0.00002286,,,,,,,,,,
717,0.00002261,,,,,,,,,,
717.2,0.00002237,,,,,,,,,,
717.4,0.00002227,,,,,,,,,,
717.6,0.00002238,,,,,,,,,,
717.8,0.00002249,,,,,,,,,,
718,0.00002260,,,,,,,,,,
718.2,0.00002271,,,,,,,,,,
718.4,0.00002282,,,,,,,,,,
718.6,0.00002293,,,,,,,,,,
718.8,0.00002305,,,,,,,,,,
719,0.00002316,,,,,,,,,,
719.2,0.00002327,,,,,,,,,,
719.4,0.00002339,,,,,,,,,,
719.6,0.00002350,,,,,,,,,,
719.8,0.00002362,,,,,,,,,,
720,0.00002423,,,,,,,,,,
720.2,0.00002550,,,,,,,,,,
720.4,0.00002685,,,,,,,,,,
720.6,0.00002826,,,,,,,,,,
720.8,0.00002975,,,,,,,,,,
721,0.00003131,,,,,,,,,,
721.2,0.00003296,,,,,,,,,,
721.4,0.00003469,,,,,,,,,,
721.6,0.00003652,,,,,,,,,,
721.8,0.00003844,,,,,,,,,,
722,0.00004047,,,,,,,,,,
722.2,0.00004260,,,,,,,,,,
722.4,0.00004484,,,,,,,,,,
722.6,0.00004733,,,,,,,,,,
722.8,0.00005011,,,,,,,,,,
723,0.00005306,,,,,,,,,,
723.2,0.00005619,,,,,,,,,,
723.4,0.00005949,,,,,,,,,,
723.6,0.00006299,,,,,,,,,,
723.8,0.00006670,,,,,,,,,,
724,0.00007063,,,,,,,,,,
724.2,0.00007478,,,,,,,,,,
724.4,0.00007919,,,,,,,,,,
724.6,0.00008385,,,,,,,,,,
724.8,0.00008878,,,,,,,,,,
725,0.00009366,,,,,,,,,,
725.2,0.00009838,,,,,,,,,,
725.4,0.00010333,,,,,,,,,,
725.6,0.00010854,,,,,,,,,,
725.8,0.00011401,,,,,,,,,,
726,0.00011975,,,,,,,,,,
726.2,0.00012578,,,,,,,,,,
726.4,0.00013212,,,,,,,,,,
726.6,0.00013877,,,,,,,,,,
726.8,0.00014576,,,,,,,,,,
727,0.00015310,,,,,,,,,,
727.2,0.00016082,,,,,,,,,,
727.4,0.00016582,,,,,,,,,,
727.6,0.00016693,,,,,,,,,,
727.8,0.00016805,,,,,,,,,,
728,0.00016917,,,,,,,,,,
728.2,0.00017030,,,,,,,,,,
728.4,0.00017144,,,,,,,,,,
728.6,0.00017259,,,,,,,,,,
728.8,0.00017374,,,,,,,,,,
729,0.00017490,,,,,,,,,,
729.2,0.00017607,,,,,,,,,,
729.4,0.00017725,,,,,,,,,,
729.6,0.00017843,,,,,,,,,,
729.8,0.00017962,,,,,,,,,,
730,0.00018063,,,,,,,,,,
730.2,0.00018141,,,,,,,,,,
730.4,0.00018220,,,,,,,,,,
730.6,0.00018299,,,,,,,,,,
730.8,0.00018378,,,,,,,,,,
731,0.00018457,,,,,,,,,,
731.2,0.00018537,,,,,,,,,,
731.4,0.00018618,,,,,,,,,,
731.6,0.00018698,,,,,,,,,,
731.8,0.00018779,,,,,,,,,,
732,0.00018860,,,,,,,,,,
732.2,0.00018942,,,,,,,,,,
732.4,0.00019024,,,,,,,,,,
732.6,0.00019128,,,,,,,,,,
732.8,0.00019259,,,,,,,,,,
733,0.00019390,,,,,,,,,,
733.2,0.00019522,,,,,,,,,,
733.4,0.00019655,,,,,,,,,,
733.6,0.00019789,,,,,,,,,,
733.8,0.00019924,,,,,,,,,,
734,0.00020059,,,,,,,,,,
734.2,0.00020196,,,,,,,,,,
734.4,0.00020334,,,,,,,,,,
734.6,0.00020472,,,,,,,,,,
734.8,0.00020612,,,,,,,,,,
735,0.00020774,,,,,,,,,,
735.2,0.00020963,,,,,,,,,,
735.4,0.00021154,,,,,,,,,,
735.6,0.00021347,,,,,,,,,,
735.8,0.00021541,,,,,,,,,,
736,0.00021737,,,,,,,,,,
736.2,0.00021936,,,,,,,,,,
736.4,0.00022135,,,,,,,,,,
736.6,0.00022337,,,,,,,,,,
736.8,0.00022541,,,,,,,,,,
737,0.00022746,,,,,,,,,,
737.2,0.00022953,,,,,,,,,,
737.4,0.00022946,,,,,,,,,,
737.6,0.00022666,,,,,,,,,,
737.8,0.00022389,,,,,,,,,,
738,0.00022115,,,,,,,,,,
738.2,0.00021845,,,,,,,,,,
738.4,0.00021578,,,,,,,,,,
738.6,0.00021315,,,,,,,,,,
738.8,0.00021054,,,,,,,,,,
739,0.00020797,,,,,,,,,,
739.2,0.00020543,,,,,,,,,,
739.4,0.00020292,,,,,,,,,,
739.6,0.00020044,,,,,,,,,,
739.8,0.00019799,,,,,,,,,,
740,0.00019617,,,,,,,,,,
740.2,0.00019506,,,,,,,,,,
740.4,0.00019395,,,,,,,,,,
740.6,0.00019285,,,,,,,,,,
740.8,0.00019176,,,,,,,,,,
741,0.00019067,,,,,,,,,,
741.2,0.00018959,,,,,,,,,,
741.4,0.00018852,,,,,,,,,,
741.6,0.00018745,,,,,,,,,,
741.8,0.00018638,,,,,,,,,,
742,0.00018533,,,,,,,,,,
742.2,0.00018428,,,,,,,,,,
742.4,0.00018323,,,,,,,,,,
742.6,0.00018253,,,,,,,,,,
742.8,0.00018221,,,,,,,,,,
743,0.00018188,,,,,,,,,,
743.2,0.00018156,,,,,,,,,,
743.4,0.00018123,,,,,,,,,,
743.6,0.00018091,,,,,,,,,,
743.8,0.00018059,,,,,,,,,,
744,0.00018027,,,,,,,,,,
744.2,0.00017995,,,,,,,,,,
744.4,0.00017963,,,,,,,,,,
744.6,0.00017931,,,,,,,,,,
744.8,0.00017899,,,,,,,,,,
745,0.00017933,,,,,,,,,,
745.2,0.00018043,,,,,,,,,,
745.4,0.00018155,,,,,,,,,,
745.6,0.00018267,,,,,,,,,,
745.8,0.00018380,,,,,,,,,,
746,0.00018493,,,,,,,,,,
746.2,0.00018607,,,,,,,,,,
746.4,0.00018722,,,,,,,,,,
746.6,0.00018838,,,,,,,,,,
746.8,0.00018954,,,,,,,,,,
747,0.00019071,,,,,,,,,,
747.2,0.00019188,,,,,,,,,,
747.4,0.00019341,,,,,,,,,,
747.6,0.00019534,,,,,,,,,,
747.8,0.00019730,,,,,,,,,,
748,0.00019927,,,,,,,,,,
748.2,0.00020126,,,,,,,,,,
748.4,0.00020328,,,,,,,,,,
748.6,0.00020531,,,,,,,,,,
748.8,0.00020736,,,,,,,,,,
749,0.00020944,,,,,,,,,,
749.2,0.00021153,,,,,,,,,,
749.4,0.00021365,,,,,,,,,,
749.6,0.00021579,,,,,,,,,,
749.8,0.00021795,,,,,,,,,,
750,0.00022029,,,,,,,,,,
750.2,0.00022285,,,,,,,,,,
750.4,0.00022544,,,,,,,,,,
750.6,0.00022806,,,,,,,,,,
750.8,0.00023072,,,,,,,,,,
751,0.00023340,,,,,,,,,,
751.2,0.00023611,,,,,,,,,,
751.4,0.00023886,,,,,,,,,,
751.6,0.00024164,,,,,,,,,,
751.8,0.00024445,,,,,,,,,,
752,0.00024729,,,,,,,,,,
752.2,0.00025016,,,,,,,,,,
752.4,0.00025307,,,,,,,,,,
752.6,0.00025375,,,,,,,,,,
752.8,0.00025161,,,,,,,,,,
753,0.00024949,,,,,,,,,,
753.2,0.00024739,,,,,,,,,,
753.4,0.00024531,,,,,,,,,,
753.6,0.00024325,,,,,,,,,,
753.8,0.00024120,,,,,,,,,,
754,0.00023917,,,,,,,,,,
754.2,0.00023715,,,,,,,,,,
754.4,0.00023516,,,,,,,,,,
754.6,0.00023318,,,,,,,,,,
754.8,0.00023122,,,,,,,,,,
755,0.00022957,,,,,,,,,,
755.2,0.00022830,,,,,,,,,,
755.4,0.00022705,,,,,,,,,,
755.6,0.00022580,,,,,,,,,,
755.8,0.00022455,,,,,,,,,,
756,0.00022331,,,,,,,,,,
756.2,0.00022208,,,,,,,,,,
756.4,0.00022086,,,,,,,,,,
756.6,0.00021964,,,,,,,,,,
756.8,0.00021843,,,,,,,,,,
757,0.00021723,,,,,,,,,,
757.2,0.00021603,,,,,,,,,,
757.4,0.00021452,,,,,,,,,,
757.6,0.00021261,,,,,,,,,,
757.8,0.00021072,,,,,,,,,,
758,0.00020885,,,,,,,,,,
758.2,0.00020700,,,,,,,,,,
758.4,0.00020516,,,,,,,,,,
758.6,0.00020334,,,,,,,,,,
758.8,0.00020153,,,,,,,,,,
759,0.00019974,,,,,,,,,,
759.2,0.00019797,,,,,,,,,,
759.4,0.00019621,,,,,,,,,,
759.6,0.00019447,,,,,,,,,,
759.8,0.00019274,,,,,,,,,,
760,0.00019301,,,,,,,,,,
760.2,0.00019575,,,,,,,,,,
760.4,0.00019852,,,,,,,,,,
760.6,0.00020133,,,,,,,,,,
760.8,0.00020418,,,,,,,,,,
761,0.00020707,,,,,,,,,,
761.2,0.00021001,,,,,,,,,,
761.4,0.00021298,,,,,,,,,,
761.6,0.00021600,,,,,,,,,,
761.8,0.00021906,,,,,,,,,,
762,0.00022216,,,,,,,,,,
762.2,0.00022530,,,,,,,,,,
762.4,0.00022849,,,,,,,,,,
762.6,0.00023035,,,,,,,,,,
762.8,0.00023048,,,,,,,,,,
763,0.00023061,,,,,,,,,,
763.2,0.00023075,,,,,,,,,,
763.4,0.00023089,,,,,,,,,,
763.6,0.00023102,,,,,,,,,,
763.8,0.00023116,,,,,,,,,,
764,0.00023129,,,,,,,,,,
764.2,0.00023143,,,,,,,,,,
764.4,0.00023156,,,,,,,,,,
764.6,0.00023170,,,,,,,,,,
764.8,0.00023183,,,,,,,,,,
765,0.00023146,,,,,,,,,,
765.2,0.00023049,,,,,,,,,,
765.4,0.00022952,,,,,,,,,,
765.6,0.00022856,,,,,,,,,,
765.8,0.00022760,,,,,,,,,,
766,0.00022664,,,,,,,,,,
766.2,0.00022569,,,,,,,,,,
766.4,0.00022474,,,,,,,,,,
766.6,0.00022380,,,,,,,,,,
766.8,0.00022286,,,,,,,,,,
767,0.00022192,,,,,,,,,,
767.2,0.00022099,,,,,,,,,,
767.4,0.00021844,,,,,,,,,,
767.6,0.00021408,,,,,,,,,,
767.8,0.00020981,,,,,,,,,,
768,0.00020562,,,,,,,,,,
768.2,0.00020152,,,,,,,,,,
768.4,0.00019750,,,,,,,,,,
768.6,0.00019356,,,,,,,,,,
768.8,0.00018970,,,,,,,,,,
769,0.00018591,,,,,,,,,,
769.2,0.00018220,,,,,,,,,,
769.4,0.00017857,,,,,,,,,,
769.6,0.00017500,,,,,,,,,,
769.8,0.00017151,,,,,,,,,,
770,0.00016978,,,,,,,,,,
770.2,0.00017013,,,,,,,,,,
770.4,0.00017048,,,,,,,,,,
770.6,0.00017083,,,,,,,,,,
770.8,0.00017118,,,,,,,,,,
771,0.00017153,,,,,,,,,,
771.2,0.00017189,,,,,,,,,,
771.4,0.00017224,,,,,,,,,,
771.6,0.00017260,,,,,,,,,,
771.8,0.00017295,,,,,,,,,,
772,0.00017331,,,,,,,,,,
772.2,0.00017367,,,,,,,,,,
772.4,0.00017402,,,,,,,,,,
772.6,0.00017483,,,,,,,,,,
772.8,0.00017623,,,,,,,,,,
773,0.00017765,,,,,,,,,,
773.2,0.00017907,,,,,,,,,,
773.4,0.00018051,,,,,,,,,,
773.6,0.00018196,,,,,,,,,,
773.8,0.00018342,,,,,,,,,,
774,0.00018489,,,,,,,,,,
774.2,0.00018638,,,,,,,,,,
774.4,0.00018787,,,,,,,,,,
774.6,0.00018938,,,,,,,,,,
774.8,0.00019090,,,,,,,,,,
775,0.00019275,,,,,,,,,,
775.2,0.00019501,,,,,,,,,,
775.4,0.00019729,,,,,,,,,,
775.6,0.00019961,,,,,,,,,,
775.8,0.00020195,,,,,,,,,,
776,0.00020432,,,,,,,,,,
776.2,0.00020671,,,,,,,,,,
776.4,0.00020913,,,,,,,,,,
776.6,0.00021159,,,,,,,,,,
776.8,0.00021407,,,,,,,,,,
777,0.00021658,,,,,,,,,,
777.2,0.00021912,,,,,,,,,,
777.4,0.00022002,,,,,,,,,,
777.6,0.00021905,,,,,,,,,,
777.8,0.00021809,,,,,,,,,,
778,0.00021713,,,,,,,,,,
778.2,0.00021618,,,,,,,,,,
778.4,0.00021523,,,,,,,,,,
778.6,0.00021428,,,,,,,,,,
778.8,0.00021334,,,,,,,,,,
779,0.00021241,,,,,,,,,,
779.2,0.00021147,,,,,,,,,,
779.4,0.00021054,,,,,,,,,,
779.6,0.00020962,,,,,,,,,,
779.8,0.00020870,,,,,,,,,,
780,0.00020985,,,,,,,,,,
780.2,0.00021351,,,,,,,,,,
780.4,0.00021724,,,,,,,,,,
780.6,0.00022104,,,,,,,,,,
780.8,0.00022490,,,,,,,,,,
781,0.00022883,,,,,,,,,,
781.2,0.00023283,,,,,,,,,,
781.4,0.00023690,,,,,,,,,,
781.6,0.00024104,,,,,,,,,,
781.8,0.00024525,,,,,,,,,,
782,0.00024954,,,,,,,,,,
782.2,0.00025390,,,,,,,,,,
782.4,0.00025834,,,,,,,,,,
782.6,0.00025836,,,,,,,,,,
782.8,0.00025267,,,,,,,,,,
783,0.00024710,,,,,,,,,,
783.2,0.00024165,,,,,,,,,,
783.4,0.00023633,,,,,,,,,,
783.6,0.00023112,,,,,,,,,,
783.8,0.00022602,,,,,,,,,,
784,0.00022104,,,,,,,,,,
784.2,0.00021617,,,,,,,,,,
784.4,0.00021140,,,,,,,,,,
784.6,0.00020674,,,,,,,,,,
784.8,0.00020219,,,,,,,,,,
785,0.00019945,,,,,,,,,,
785.2,0.00020257,,,,,,,,,,
785.4,0.00020573,,,,,,,,,,
785.6,0.00020894,,,,,,,,,,
785.8,0.00021220,,,,,,,,,,
786,0.00021551,,,,,,,,,,
786.2,0.00021887,,,,,,,,,,
786.4,0.00022229,,,,,,,,,,
786.6,0.00022575,,,,,,,,,,
786.8,0.00022928,,,,,,,,,,
787,0.00023285,,,,,,,,,,
787.2,0.00023649,,,,,,,,,,
787.4,0.00024018,,,,,,,,,,
787.6,0.00024392,,,,,,,,,,
787.8,0.00024361,,,,,,,,,,
788,0.00024080,,,,,,,,,,
788.2,0.00023803,,,,,,,,,,
788.4,0.00023529,,,,,,,,,,
788.6,0.00023258,,,,,,,,,,
788.8,0.00022991,,,,,,,,,,
789,0.00022726,,,,,,,,,,
789.2,0.00022464,,,,,,,,,,
789.4,0.00022206,,,,,,,,,,
789.6,0.00021950,,,,,,,,,,
789.8,0.00021996,,,,,,,,,,
790,0.00022317,,,,,,,,,,
790.2,0.00022642,,,,,,,,,,
790.4,0.00022972,,,,,,,,,,
790.6,0.00023307,,,,,,,,,,
790.8,0.00023646,,,,,,,,,,
791,0.00023991,,,,,,,,,,
791.2,0.00024340,,,,,,,,,,
791.4,0.00024695,,,,,,,,,,
791.6,0.00025055,,,,,,,,,,
791.8,0.00025420,,,,,,,,,,
792,0.00025790,,,,,,,,,,
792.2,0.00025725,,,,,,,,,,
792.4,0.00025633,,,,,,,,,,
792.6,0.00025540,,,,,,,,,,
792.8,0.00025448,,,,,,,,,,
793,0.00025357,,,,,,,,,,
793.2,0.00025265,,,,,,,,,,
793.4,0.00025174,,,,,,,,,,
793.6,0.00025084,,,,,,,,,,
793.8,0.00024993,,,,,,,,,,
794,0.00024903,,,,,,,,,,
794.2,0.00024813,,,,,,,,,,
794.4,0.00024724,,,,,,,,,,
794.6,0.00024635,,,,,,,,,,
794.8,0.00024546,,,,,,,,,,
795,0.00024458,,,,,,,,,,
795.2,0.00024370,,,,,,,,,,
795.4,0.00024282,,,,,,,,,,
795.6,0.00024194,,,,,,,,,,
795.8,0.00024107,,,,,,,,,,
796,0.00024020,,,,,,,,,,
796.2,0.00023894,,,,,,,,,,
796.4,0.00023708,,,,,,,,,,
796.6,0.00023523,,,,,,,,,,
796.8,0.00023340,,,,,,,,,,
797,0.00023158,,,,,,,,,,
797.2,0.00022978,,,,,,,,,,
797.4,0.00022799,,,,,,,,,,
797.6,0.00022622,,,,,,,,,,
797.8,0.00022446,,,,,,,,,,
798,0.00022271,,,,,,,,,,
798.2,0.00022037,,,,,,,,,,
798.4,0.00021747,,,,,,,,,,
798.6,0.00021460,,,,,,,,,,
798.8,0.00021177,,,,,,,,,,
799,0.00020898,,,,,,,,,,
799.2,0.00020622,,,,,,,,,,
799.4,0.00020350,,,,,,,,,,
799.6,0.00020082,,,,,,,,,,
799.8,0.00019817,,,,,,,,,,
800,0.00019556,,,,,,,,,,
800.2,0.00019309,,,,,,,,,,
800.4,0.00019071,,,,,,,,,,
800.6,0.00018836,,,,,,,,,,
800.8,0.00018604,,,,,,,,,,
801,0.00018375,,,,,,,,,,
801.2,0.00018149,,,,,,,,,,
801.4,0.00017926,,,,,,,,,,
801.6,0.00017705,,,,,,,,,,
801.8,0.00017487,,,,,,,,,,
802,0.00017272,,,,,,,,,,
802.2,0.00017095,,,,,,,,,,
802.4,0.00016935,,,,,,,,,,
802.6,0.00016777,,,,,,,,,,
802.8,0.00016620,,,,,,,,,,
803,0.00016465,,,,,,,,,,
803.2,0.00016311,,,,,,,,,,
803.4,0.00016158,,,,,,,,,,
803.6,0.00016007,,,,,,,,,,
803.8,0.00015857,,,,,,,,,,
804,0.00015709,,,,,,,,,,
804.2,0.00015514,,,,,,,,,,
804.4,0.00015310,,,,,,,,,,
804.6,0.00015109,,,,,,,,,,
804.8,0.00014911,,,,,,,,,,
805,0.00014716,,,,,,,,,,
805.2,0.00014523,,,,,,,,,,
805.4,0.00014332,,,,,,,,,,
805.6,0.00014144,,,,,,,,,,
805.8,0.00013959,,,,,,,,,,
806,0.00013775,,,,,,,,,,
806.2,0.00013744,,,,,,,,,,
806.4,0.00013939,,,,,,,,,,
806.6,0.00014137,,,,,,,,,,
806.8,0.00014338,,,,,,,,,,
807,0.00014541,,,,,,,,,,
807.2,0.00014748,,,,,,,,,,
807.4,0.00014957,,,,,,,,,,
807.6,0.00015170,,,,,,,,,,
807.8,0.00015385,,,,,,,,,,
808,0.00015604,,,,,,,,,,
808.2,0.00015796,,,,,,,,,,
808.4,0.00015961,,,,,,,,,,
808.6,0.00016129,,,,,,,,,,
808.8,0.00016297,,,,,,,,,,
809,0.00016468,,,,,,,,,,
809.2,0.00016641,,,,,,,,,,
809.4,0.00016815,,,,,,,,,,
809.6,0.00016991,,,,,,,,,,
809.8,0.00017169,,,,,,,,,,
810,0.00017349,,,,,,,,,,
810.2,0.00017693,,,,,,,,,,
810.4,0.00018147,,,,,,,,,,
810.6,0.00018613,,,,,,,,,,
810.8,0.00019091,,,,,,,,,,
811,0.00019581,,,,,,,,,,
811.2,0.00020084,,,,,,,,,,
811.4,0.00020600,,,,,,,,,,
811.6,0.00021129,,,,,,,,,,
811.8,0.00021672,,,,,,,,,,
812,0.00022228,,,,,,,,,,
812.2,0.00022923,,,,,,,,,,
812.4,0.00023689,,,,,,,,,,
812.6,0.00024480,,,,,,,,,,
812.8,0.00025297,,,,,,,,,,
813,0.00026142,,,,,,,,,,
813.2,0.00027015,,,,,,,,,,
813.4,0.00027917,,,,,,,,,,
813.6,0.00028850,,,,,,,,,,
813.8,0.00029813,,,,,,,,,,
814,0.00030809,,,,,,,,,,
814.2,0.00034581,,,,,,,,,,
814.4,0.00039432,,,,,,,,,,
814.6,0.00044964,,,,,,,,,,
814.8,0.00051271,,,,,,,,,,
815,0.00058463,,,,,,,,,,
815.2,0.00066664,,,,,,,,,,
815.4,0.00076016,,,,,,,,,,
815.6,0.00086679,,,,,,,,,,
815.8,0.00063563,,,,,,,,,,
816,0.00025778,,,,,,,,,,
816.2,0.00063743,,,,,,,,,,
816.4,0.00072267,,,,,,,,,,
816.6,0.00062231,,,,,,,,,,
816.8,0.00065287,,,,,,,,,,
817,0.00084796,,,,,,,,,,
817.2,0.00103730,,,,,,,,,,
817.4,0.00066744,,,,,,,,,,
817.6,0.00123260,,,,,,,,,,
817.8,0.00092890,,,,,,,,,,
818,0.00120580,,,,,,,,,,
818.2,0.00114830,,,,,,,,,,
818.4,0.00130200,,,,,,,,,,
818.6,0.00112510,,,,,,,,,,
818.8,0.00173340,,,,,,,,,,
819,0.00120630,,,,,,,,,,
819.2,0.00170500,,,,,,,,,,
819.4,0.00153450,,,,,,,,,,
819.6,0.00181880,,,,,,,,,,
819.8,0.00172400,,,,,,,,,,
820,0.00213930,,,,,,,,,,
820.2,0.00256650,,,,,,,,,,
820.4,0.00256030,,,,,,,,,,
820.6,0.00269320,,,,,,,,,,
820.8,0.00319010,,,,,,,,,,
821,0.00360330,,,,,,,,,,
821.2,0.00383490,,,,,,,,,,
821.4,0.00429520,,,,,,,,,,
821.6,0.00486130,,,,,,,,,,
821.8,0.00559340,,,,,,,,,,
822,0.00646630,,,,,,,,,,
822.2,0.00671240,,,,,,,,,,
822.4,0.00853770,,,,,,,,,,
822.6,0.01044400,,,,,,,,,,
822.8,0.01266400,,,,,,,,,,
823,0.01509900,,,,,,,,,,
823.2,0.01939600,,,,,,,,,,
823.4,0.02519500,,,,,,,,,,
823.6,0.03389000,,,,,,,,,,
823.8,0.04783800,,,,,,,,,,
824,0.07227600,,,,,,,,,,
824.2,0.12000000,,,,,,,,,,
824.4,0.24000000,,,,,,,,,,
824.6,0.77900000,,,,,,,,,,
824.8,5.83500000,,,,,,,,,,
825,9.67500000,,,,,,,,,,
825.2,3.14800000,,,,,,,,,,
825.4,1.02500000,,,,,,,,,,
825.6,0.33300000,,,,,,,,,,
825.8,0.12600000,,,,,,,,,,
826,0.08080100,,,,,,,,,,
826.2,0.05752200,,,,,,,,,,
826.4,0.04320900,,,,,,,,,,
826.6,0.03385600,,,,,,,,,,
826.8,0.02741300,,,,,,,,,,
827,0.02279000,,,,,,,,,,
827.2,0.01966300,,,,,,,,,,
827.4,0.01704800,,,,,,,,,,
827.6,0.01490900,,,,,,,,,,
827.8,0.01318600,,,,,,,,,,
828,0.01180100,,,,,,,,,,
828.2,0.01063000,,,,,,,,,,
828.4,0.00969840,,,,,,,,,,
828.6,0.00894850,,,,,,,,,,
828.8,0.00831510,,,,,,,,,,
829,0.00775470,,,,,,,,,,
829.2,0.00726980,,,,,,,,,,
829.4,0.00682700,,,,,,,,,,
829.6,0.00654020,,,,,,,,,,
829.8,0.00623080,,,,,,,,,,
830,0.00586470,,,,,,,,,,
830.2,0.00559510,,,,,,,,,,
830.4,0.00544160,,,,,,,,,,
830.6,0.00521810,,,,,,,,,,
830.8,0.00502080,,,,,,,,,,
831,0.00486000,,,,,,,,,,
831.2,0.00469510,,,,,,,,,,
831.4,0.00454850,,,,,,,,,,
831.6,0.00446640,,,,,,,,,,
831.8,0.00438760,,,,,,,,,,
832,0.00431950,,,,,,,,,,
832.2,0.00426900,,,,,,,,,,
832.4,0.00412580,,,,,,,,,,
832.6,0.00410190,,,,,,,,,,
832.8,0.00408180,,,,,,,,,,
833,0.00405410,,,,,,,,,,
833.2,0.00401810,,,,,,,,,,
833.4,0.00395800,,,,,,,,,,
833.6,0.00402120,,,,,,,,,,
833.8,0.00396840,,,,,,,,,,
834,0.00387560,,,,,,,,,,
834.2,0.00386310,,,,,,,,,,
834.4,0.00406950,,,,,,,,,,
834.6,0.00392260,,,,,,,,,,
834.8,0.00399100,,,,,,,,,,
835,0.00400840,,,,,,,,,,
835.2,0.00228070,,,,,,,,,,
835.4,0.00213520,,,,,,,,,,
835.6,0.00247470,,,,,,,,,,
835.8,0.00286810,,,,,,,,,,
836,0.00332400,,,,,,,,,,
836.2,0.00385250,,,,,,,,,,
836.4,0.00427000,,,,,,,,,,
836.6,0.00435610,,,,,,,,,,
836.8,0.00444400,,,,,,,,,,
837,0.00453360,,,,,,,,,,
837.2,0.00462510,,,,,,,,,,
837.4,0.00471840,,,,,,,,,,
837.6,0.00482210,,,,,,,,,,
837.8,0.00492820,,,,,,,,,,
838,0.00503650,,,,,,,,,,
838.2,0.00514730,,,,,,,,,,
838.4,0.00526050,,,,,,,,,,
838.6,0.00540020,,,,,,,,,,
